FR1102000;Крабовые палочки и мясо охлажденные;FR1102001;Краб. палочки , мясо
FR1103000;Пресервы;FR1103001;Пресервы морепрод.
FR1103000;Пресервы;FR1103002;Пресервы рыбные
FR1104000;Рыба вяленая, сушеная;FR1104001;Рыба вяленая,сушеная
FR1105000;Рыба копченая;FR1105009;Рыба х/к красн/делик
FR1105000;Рыба копченая;FR1105010;Рыба х/к др.видов
FR1105000;Рыба копченая;FR1105013;Рыба г/к красн/делик
FR1105000;Рыба копченая;FR1105014;Рыба г/к др.видов
FR1106000;Рыба соленая;FR1106001;Рыба соленая
FR1107000;Рыбная кулинария;FR1107001;Масло рыбное,икорное
FR1301000;Птица и П/Ф охлажденые;FR1301001;Изд.из мяса птиц охл
FR1301000;Птица и П/Ф охлажденые;FR1301002;Курица-разделка
FR1301000;Птица и П/Ф охлажденые;FR1301003;Курица-тушка
FR1301000;Птица и П/Ф охлажденые;FR1301006;Субпродукты из птицы
FR1302000;Собственное производство;FR1302001;Птица диет.,изд.птиц
FR1302000;Собственное производство;FR1302002;Птица маринованная
FR1302000;Собственное производство;FR1302003;Птица натуральная
FR1302000;Собственное производство;FR1302004;Птица фарш,изд.фарша
FR1302000;Собственное производство;FR1302005;Гриль из  птицы с/пр
FR1302000;Собственное производство;FR1302006;Изд.из мяса птиц с/п
FR1302000;Собственное производство;FR1302007;Изделия из птицы с/п
